Year	cd	State Code	State Name	Conccat	Bachelors_degree_or_higher	high_school_or_some_degree	Less_than_high_school_graduate	Less_than_$5000	$5000_to_$9999	$10000_to_$14999	$15000_to_$19999	$20000_to_$24999	$25000_to_$34999	$35000_to_$49999	$50000_to_$74999	$75000_to_$99999	$100000_to_$149999	$150000_or_more	Total_Agriculture_forestry_fishing_hunting_mining	Total_Construction	Total_Manufacturing	Total_Wholesale_trade	Total_Retail_trade	Total_Transportation_warehousing_utilities	Total_Information	Total_Finance_insurance_realestate_rental_leasing	Total_Professional_scientific_management_administrative_waste_management_services	Total_Educationalservices_healthcare_socialassistance	Total_Arts_entertainment_recreation_accommodation_foodservices	Total_Otherservices_except_Public_administration	Total_Public_administration	Male	Male_Agriculture_forestry_fishing_hunting_mining	Male_Construction	Male_Manufacturing	Male_Wholesale_trade	Male_Retail_trade	Male_Transportation_warehousing_utilities	Male_Information	Male_Finance_insurance_realestate_rental_leasing	Male_Professional_scientific_management_administrative_waste_management_services	Male_Educationalservices_healthcare_socialassistance	Male_Arts_entertainment_recreation_accommodation_foodservices	Male_Otherservices_except_Public_administration	Male_Public_administration	Female	Female_Agriculture_forestry_fishing_hunting_mining	Female_Construction	Female_Manufacturing	Female_Wholesale_trade	Female_Retail_trade	Female_Transportation_warehousing_utilities	Female_Information	Female_Finance_insurance_realestate_rental_leasing	Female_Professional_scientific_management_administrative_waste_management_services	Female_Educationalservices_healthcare_socialassistance	Female_Arts_entertainment_recreation_accommodation_foodservices	Female_Otherservices_except_Public_administration	Female_Public_administration
2021	5_OR	OR	Oregon	20215_OR	163619	280437	35939	8251	5793	9498	8561	10132		33265	52527	43423	54995	56455	5855	23066	30507	8693	27930	13195	4223	16764	30964	59375	14940	10534	14283	148808	4540	20432	23417		16284	10055	2685	7404	19362	17017	7997	5846	7247	111521	1315	2634	7090	2171	11646	3140	1538	9360	11602	42358	6943	4688	
2021	5_PA	PA	Pennsylvania	20215_PA		223750	26926	7065	4950	8020	8078	8507	19793	26285	38951	33248	44184	59743	790	13283	21872	6388	20154	14761	5397	25391	35661	70568	12327	10013	10803	134112	637	12065	15147	4610	11924	11754	3102	13416	21861	21691	7034	5305	5566	113296	153	1218	6725	1778	8230	3007	2295	11975	13800	48877	5293	4708	5237
2021	5_SC	SC	South Carolina	20215_SC	96620		37878	7851	5488	10766	11108	10844	21924	26975	41704	28369	36281	29582	1893	13766	39785	6451	17880	14341	3556	18092	20664	38473	10391	7586	9388	112226	1696	12531		4423		10729	2103	8841	11734	8252	4972	4647	5396	90040	197	1235	12201	2028	8562	3612	1453	9251	8930	30221	5419	2939	3992
2021	5_TN	TN	Tennessee	20215_TN	246235	332460	54852	9264	7076	10238	11047	12247	27539	46218	67627	53990	68252	72283	1630	29289	44576	12216	36737	22541	8702	33723	50226	90046		15922	18149	221556	1322	26913	31993	8878	21564	17232	5075	16579	30332	28751	14122	8612	10183	167044	308	2376	12583	3338	15173	5309	3627	17144	19894	61295	10721	7310	7966
2021	5_TX	TX	Texas	20215_TX	96379	339978	87874	7933	7929	11308	11839	13612	27755	37643	60012	41158	50635	35167	6848	35329	31777	10168	33487	20376	5331	21000	30941	59159		14239	12967	172165	6014	32402	23994	7433	18289	16244	3384	8049	17119	14198	8523	8543	7973	125464	834	2927	7783	2735	15198	4132	1947	12951	13822	44961	7484		4994
2021	5_VA	VA		20215_VA	151127	282641	41172	9769	7352	13047		12240	24707	33407	47555	36782	45465	51034	3873	19565	28490	6011	22688	14165	3948	21300	29230		12131	9685	18301	141817	3322	17564	20506	4436	12816	11374	2640		18609	18088	5947	5504	10697	114178	551	2001	7984	1575		2791	1308	10986	10621	48520		4181	7604
2021	5_WA	WA	Washington	20215_WA	117249	285909	29455		8283	11642	10291	12016	25404	36269	49735	37223	43033	34627	5506	14646	20077	8390	21325	12554	3780	15872	20527	54034	11240	7927	13265		4390	13365	15682	6708	13287	10301	2421	6553	12632	16432	5664	4752	7514	89442	1116	1281		1682	8038	2253	1359	9319	7895	37602			
2021	5_WI	WI	Wisconsin	20215_WI	124970	143786	12171	3078	1602		4142	5590	12238		29973	26349	40654	44890	1248	11414	39932	7120	15065	7331	3139	17286	20654		6812	6486	5942	104806	980	10193	29432		8698	5734	2039	8434		10251	3624	3550	3877	74839	268	1221	10500	1886		1597	1100	8852	7894		3188	2936	2065
2021	50_CA	CA	California	202150_CA	223384	204457	41638	7249	4448	9082	7214	8175	17180	24075	41080	32346	48940	71499	503	12985	27799	5302	17999		6757	20462	54758	50450	20493	9401	12699	144079	356	11834	19998	3856	9687	7841	4388	11137	34045	17600	11892	4196	7249	106017	147	1151	7801	1446	8312	2647	2369	9325	20713	32850	8601		5450
2021	51_CA	CA	California	202151_CA	92148	93861	13901	2468	1150	2246	2175	2228	5443	8177	16074	14422	22913	29162	261	4574	14084	2463	8307	4164	2142	7297	21635	22931		3782	7860	60484	162	4014	9701	1633	4699	3105	1462	3573	13726	8103	3319	1744	5243	45234	99	560	4383	830	3608	1059	680	3724	7909	14828	2899	2038	2617
2021	52_CA	CA	California	202152_CA	66796	202747	48406	3829	2466	6141	5107	5346	11332	14960	23911	19475	26459	22547	478	11899	16372	3429	14731	9938	2522	8397	18688	29622	11982	5572			353	11085	11626	2238	8226	7537	1900	3632	11681	9198		3181	6175	61338	125	814	4746	1191	6505	2401	622	4765	7007	20424	5179	2391	
2021	6_AL	AL	Alabama	20216_AL	209344	373573	59935	13603	12122	16302	16179	17213	36526	46943	71869	51105	64075	59200	3283	25820	43658	13246	32776	22805	7462	36105	38633	84650	17844	16376	19801		2854	23928	32982	10214	19359	17059	4229	15204	23730	23336		9805	10813	159915	429	1892	10676	3032	13417	5746	3233	20901		61314	8813	6571	8988
2021	6_AZ	AZ	Arizona	20216_AZ	174240	367159	67729	13927	12751	19271	18983	19924	41718	57300	74022	55328	61425	49149	5110	21947	24415	5897	29359	15356	4530	20530		75944	19862	12443	28771	173822	4053	20032	18654	4349	16624	11935		10031	24027	23576	11293	6775	19715	129939	1057	1915	5761	1548	12735	3421	1772	10499		52368	8569	5668	9056
2021	6_CA		California	20216_CA	99872	241389	42102	6353	4584	9775	8206		18413	26033	38739	31266	38497	33801	1223		11160	5501	21618	13739	3404	15798	26948	39223	11255	8603	23392	112905	1008	16308	7992	4291	12620	10316	2488	6990	16346		5894	5152	11207	87052	215	1785		1210	8998	3423	916	8808	10602	26930		3451	12185
2021	6_CO	CO	Colorado	20216_CO		357619	71235	9408	6738	9978	9658	10878	24690	44457		57643	85848	97668	5134	38508	30972	13597	36337	27972	16938	44262	70152	86613	28088	16993	23270	251760		34082	22757	9540	21388	22060	11642	21813	41695	25710	15720	8834	12722	187076	1337	4426	8215	4057	14949		5296	22449	28457	60903	12368	8159	10548
2021	6_FL			20216_FL	87161	272615	41907	9994	7325	13865	13679	13553	30414	39311	55702	37046	39315	27209	2521	21731	15345	5264	25284	12954	3642	16824	25744	48054	15835	9404	12303	118518	1920	19434	11495	4101	14410	10439	2141	6645	15080	12688	8551	4840	6774	96387	601	2297	3850	1163	10874	2515	1501	10179	10664	35366	7284	4564	5529
2021	6_GA	GA	Georgia	20216_GA	219540	208733	33261	5308	3288	5181	5341	6915	14379	23404	36890	34105	54060	78950	888	21898	28621	10339	26436	13258	11809		58237	46296		10459	8640	166592	698		20745	7603	16060	9745	6914		38185	11833	8380	5518	5479	116393	190	2957	7876	2736	10376	3513	4895	15275		34463	5958	4941	3161
2021	6_IL	IL	Illinois	20216_IL	167010	318103	57500	11662	6693	10022	11907	14433	27341		52630	43436	59162	59673	571	19332	32221	9763	25402	28497	4802	24797			17005	13345	18537	169922		17833	23833	6820	15878	22431	3064	12097	20732	17195	9683	8193	11763	126867	171	1499	8388	2943	9524	6066	1738	12700	16285	48305	7322	5152	6774
	6_IN	IN	Indiana			280768	51246	6922	5507	10319	11208	12837	26093	36612	55343	40186	44801	28869	2733	20092	47100	8165	25687	20253	3272	16559	24005	55139	12182	10082	13913	145212	2220	18560	34651	5966	14727	15345	2182	6328	13331	12421	5206	6399	7876	113970	513	1532	12449	2199	10960	4908	1090	10231	10674	42718	6976	3683	6037
2021	6_KY	KY	Kentucky	20216_KY	133232	226773	31462	7774	9226	9665	9884	10981	23292	30329	43717	31064	38409	30951	3901	12195	30953	6080	21085	10109	2585	12271	22095	57418	11667	9103	11348		3031	10789	23167	4426	12827	8268	1551	5868	13333	17740	6099	4758	6324	92629	870	1406	7786		8258	1841	1034		8762	39678	5568	4345	5024
2021	6_LA	LA	Louisiana	20216_LA	72743	137465	18643	3896	2104	2847	4392	5651	10352	15304	22902	17881	26312	26704	2068	14980	16175	5562	13698	6236	2809	9424	14175	31107	8093	5768	10949	78991	1729	12860	13334	4218	8396	4701	1406	4151	8589	6801	4077	3039	5690	62053	339	2120	2841	1344	5302	1535	1403	5273	5586	24306	4016	2729	5259
2021	6_MA	MA	Massachusetts	20216_MA	208434	198615	29994	6407		9291		7447	15013	21183	33815	32129	49661	88775	785	17367	30641	6922	20658		7410	24513	45547	60746	12506	9307	13986	149676	550	15747	22330	4878	12856	8913	4082	13390	28570	17240	7132	5035	8953	112014	235	1620	8311	2044	7802	2389	3328	11123	16977	43506	5374	4272	5033
2021	6_MD	MD	Maryland	20216_MD	183748	261071	43237	6308	5530	7864	7665	8005	18115	26499	42883	36935	55528	72705	2123	25063	18726	5888	23046	12193	6352	19371	54161	55041	14101	13047	34268	162125	1666	22483	13371	4439	13765	9771	4298	9172	32739	14784	7813	7076	20748	121255	457	2580	5355	1449		2422	2054	10199	21422	40257	6288	5971	
2021	6_MI	MI	Michigan	20216_MI		306546		9838	7776	9858	10336	11289	25530	37768	61102		69016	86530	1607	13273	73069	8357	24236	16740	5324	20418	42308	87484	14556	11139	11340	192578	1234	118920	55028	6336	14191	12447	3255	9560	27418	29661	8677	6374	6505	137273	373	1381	18041	2021	10045	4293	2069	10858	14890	57823	5879	4765	4835
2021	6_MN	MN	Minnesota	20216_MN	98802	206903	20235	3305	2733		5186	5328	12833	19618	32854	29815	42957	37316	3426	19436	37748	6939	18103	11864	2126	16493	17568	43073	6893	8268	7715	114705	2773	17542	27037	5209	10057	9418	1318	7316	10293	11144	3695	5029	3874	84947	653	1894	10711	1730	8046	2446	808	9177	7275	31929	3198	3239	3841
2021	6_MO	MO	Missouri	20216_MO	132350	352224	44282	9661	7405	12791	13970	14454	31552	41952	61103	49342	54276	37663		21535	49006	9624	29639	23974	5410	21796	27622	67310	13683	12073	17766	173106	7911	19209	36924	6968	16304	18934	2960	8989		16068	6634	7257	9892	135257	1014	2326	12082	2656	13335	5040	2450	12807	12566	51242	7049	4816	7874
2021	6_NC	NC	North Carolina	20216_NC	176982	385944	71131	14580	11941	20217	20805		42607	56955	71410	49274		41654	1931	22509	59677	11942	34298	22681	4882	25846	32661	81320	18187	13719	13990	188848	1591	20809	42028	7571	19801	17843	2826	9694	19495	21416	9191	8113	8470	154795	340		17649	4371	14497	4838	2056	16152	13166	59904	8996	5606	5520
2021	6_NJ	NJ	New Jersey	20216_NJ	229933	307096	56449	8221	5778	10185	9569	9827	19632	28485	48037	42721	63062	87210		20570	31082	12831	30642	26806		34112		68169	14727	12439	14933	192239	637	18786	19542	9026	18388	19836	6680	19664	34576	20151	8544	6986	9423	138591		1784	11540	3805	12254	6970	3258	14448	19241	48018	6183	5453	5510
2021	6_NY	NY	New York	20216_NY		237528	90318	7845	5836	9495	8948	11770	21549	27972	41919	32874	38216	38018	188	23355	9943	5423	22359	18333	5358	21268	28163	50520	32322	17807	9904	142357	153	21436	6375	3464	13294	15954	3148	12453	16106	14004	21990	8033			35	1919	3568	1959	9065	2379	2210	8815	12057	36516	10332	9774	3957
2021	6_OH	OH	Ohio	20216_OH	68230	262828	31566	9452	8966	13480	12994	13902	28091	36156	47133	31651	32604	18192	4913	13453	32742		18755	13651	2240	9603	13449	44147	9915	7503	8563	106827	4409	12280	26106	3848	10356	11448	1460	3867	8450	10280	4792	4755	4776	76837	504	1173	6636	882	8399	2203	780	5736	4999	33867	5123	2748	3787
2021	6_OR	OR		20216_OR	221693	375539	67585	9375	7602	11974	12350	13202	28310		68391	55568	78149	78075	10712	29916		12046	37358	15234	5533		44163	76669	18355	12139	25476	214331	8767	26829	40115	8826	22241	11490	3312	12541	26881	22827	10890	6757	12855	152269	1945	3087	13053	3220	15117	3744	2221	13290	17282	53842	7465		12621
2021	6_PA	PA	Pennsylvania	20216_PA	241604	254635	47117	6866	5247	8213	8150	9966	21165	27683	48547	40548	61993	96824	6747	19669	49062	10420	25215	14228	6832	37475	52954	68589	11557	10539	9575	190239	5164	17716	35610	7480		10679	4735	21354	33443	21226	6308	6089	6117		1583	1953	13452		10897	3549	2097	16121	19511	47363	5249	4450	3458
2021	6_SC	SC	South Carolina	20216_SC	237132	525064	86478	27166	19934	25678	25179	27063	53925	73331	94383	66224	70620	57749	4757	34838	53959	10549	42308		9391	32312	49693	105446	29831	20462	34415	240493	3932	31172	38517	7210		20323	4938	13464	28069	26012	14648	12494	17889	214286	825	3666	15442	3339	20483	6495	4453	18848	21624	79434	15183	7968	16526
2021	6_TN	TN	Tennessee	20216_TN		174589	28896		4924	9065	8625		17065		31934	22717	24272	17766	1984	10523	22722	4855	16337	10665	2257	9377	14090	30004	9562	6618	8391	81611	1731		16707	3663	8425	7995	1505	3822	8095		4932	3545	4449	65774	253	925	6015	1192		2670	752	5555	5995	22860	4630	3073	3942
2021	6_TX	TX	Texas		32188	134936	32910	3307	2666	4606	4838	5967	11507	15749	19827	14959	19639	12076	4939	10141	17786	2929	11382	8102	1355	5947	7527	24100	5364	4068	6715	63156	4390	9006	13643	2217	6268		891	2354	4009	5269	2306	2527	3892	47199	549	1135	4143	712	5114	1718	464	3593	3518	18831	3058	1541	2823
2021		VA	Virginia	20216_VA	129661	332464	49083	9667	7511	12964	14244	14594	29022	42152	62006	46061	52493	40260	5515	24273		9024	28265	18357	4771	18048	27727	69679		12798	17459	164399	4447	22375	28627	6840	16042	14638			16951		8728	7633	9768	128581	1068	1898	11624	2184	12223	3719	1939	11217	10776	50992	8085	5165	7691
2021	6_WA	WA	Washington	20216_WA	164965			9475		12914	12066		27029	44838	69482		70184	65586		23211	31341		29635	17926	3751		30663	63489	18457	12693	31984	167431	3129	21006	24688	6615	16454	13195	2543	7283	18263	19329	8749	6887	19290	124846	793	2205	6653	1708	13181	4731	1208	9599	12400	44160	9708	5806	12694
2021		WI	Wisconsin		181235	427977	42508	9086	5322	13696	13794	17764		56836	85505	66982	81104	55639	10638	25847	114842	12997	35016	19195	5728	26786	30391	69625	17512	13920	16694		8635	23557	83104	9616	19226	14967	3361	10520	17167	16211	9064	8654		165578	2003	2290	31738	3381	15790	4228	2367	16266	13224	53414	8448	5266	7163
2021	7_AL	AL	Alabama	20217_AL	57665	203697	32644	8340	9571	12090	11117	10277	18948	21658	28605	18285	20305	12796	2965	9880	26404	3214	13116	7908	1554	7629	9256	36271	7240	4974	6824	74054	2683	9067	19697	2361	7432	6170	1083	2378	5661	8351	3446	2484	3241	63181	282	813	6707	853	5684	1738	471	5251	3595	27920	3794	2490	3583
2021	7_AZ	AZ	Arizona	20217_AZ	18333	75456	23268	2635	1783	2911	2504	3564	6990	9570	12053	8474	8793	4228	1617	5515	4942	2341	4396	4742	803	3391	6210		3474	2568	4986	33406	1200	5382	3242	1826	2607	3789	426	1450	3217	3639	2089	1674	2865	24406	417	133	1700		1789	953	377	1941	2993	9188	1385	894	2121
2021	7_CA	CA	California	20217_CA	107692	196221	46720	5654	4401	9278	5968	7127	13966	19860	33165	27020	35379	34817	1860	11689	12222		14289		2734	11626	21517	40389	10897	8429		97264	1434	10550	8430	3310	8684	8767	1633	5534	12531	13275	6022	4276	12818	82625	426	1139	3792		5605	2721	1101	6092	8986	27114	4875	4153	15570
2021	7_CO	CO	Colorado	20217_CO	135966	173263	23455	4586	3483	6184		6607	12557	20559	34992	28887	41244		4282	17532	15005	5770	17646	9140	5756	16467	31511	37060	12790	7986	13615	111288	3075	15525	10784	4012	10806	6904	3825	7993	19534	10149	6890	3995	7796	83272	1207	2007	4221	1758	6840	2236	1931	8474	11977		5900	3991	5819
2021	7_FL	FL	Florida	20217_FL	121422	188226	21560	6555	3102	5966	6510	8605	18146	24980	37825			32545	346	16185	11630	6162	17455	9975	5808	19231		38690	14873	8501	9051		276	13737		4476	10694	7448	3580	8137	20360	11776	8765	4579	4936	84077	70	2448	3100	1686	6761	2527	2228	11094	13104	26914	6108	3922	4115
2021	7_GA	GA	Georgia	20217_GA	315584	376933		9843	5532	9174	9961	12726		45454	73511	55748	78861	90701	1407	39176	45041	19743	47437	26975	16323	40766	81162	82641	28623	20996	18325	266925	1048	35579	28890	13891	27723	20033	10941	19607	49683	23407	15816	10067	10240	201690	359	3597	16151	5852	19714	6942	5382	21159	31479	59234	12807	10929	
2021	7_IL	IL	Illinois	20217_IL	77853	60360	8426	5193	3605	4159	3627	3267	6089	7112	12750	10071	14213	25160	350	1984	6943		3744	5148	2077	11245	18766	19873	4471	2901	3670	42850	245	1572	4901	886	1990	3250	1042	6599	10402	6545	2162	1301	1955	40138	105	412	2042		1754	1898	1035	4646	8364	13328	2309	1600	1715
2021	7_IN	IN	Indiana		86997	161495	42685		7583		10366	10333	19788	28431	34527	19594	18857	16261	274	8284	17981	5011	14910	12911	2248	11265	19923	35518	10755	5790	7236	78546	217	7320	11824	3458	7462	9080	1432	4664	11372	10282	5604	2762	3069		57	964	6157	1553	7448	3831	816	6601	8551	25236	5151	3028	4167
2021	7_MA	MA	Massachusetts	20217_MA	81098	76279	23218	4294	4521	6464	3656	3470	6933	8047	12126	11447	15483	23762	158	4324	7046	1666	6522	4706	3059	7627	20928	27069	6505	3855	3770	52917	106	3973	4969	1296	3960	3819	1481	4278	12091	9040	4048	1985	1871	44318	52	351	2077	370	2562	887	1578	3349	8837	18029	2457	1870	1899
2021	7_MD	MD	Maryland	20217_MD		278554	57631			16452	13862	12910	25341	36739	50998	33341	40477	34419	511	16432	14375	5210	20215	18724	4416	17052	33520	72651	12831		24228	127918	377	14233	9595	3863	12095	13685		8170	18881	20418	6814	5885	10953	123579	134	2199		1347	8120	5039	1467	8882	14639	52233	6017	5447	13275
2021	7_MI	MI	Michigan	20217_MI	133918	244494	21244	7112	6136	8615	8561		21727	31014	43629	35832	42069	36105	1965	11290	33475	5879	18573	9880	2568	19083	20760	49272	10324	8513	18684	117076	1633	10443	25395	4786	10535	7555	1542	8331	13018	14792	5367	4513		93190	332	847	8080	1093	8038	2325	1026	10752	7742	34480	4957	4000	9518
2021	7_MN	MN	Minnesota	20217_MN	73642	226813	23532		5748	10366	9422	10405	19346	29929	43247	34705	39366	23768	14915	15574	38236		17624	11143	2262	11136	11643	41957	6459	7770	8374	115706	13221	14576	28266	6261	9846	9097	1465	4001	6458	9780	3066	5302	4367		1694	998	9970	2229	7778	2046	797	7135	5185	32177	3393	2468	4007
2021	7_MO	MO		20217_MO	113348	307967	45006	8820	10070	16130	15494	16321	35112	46179	61206	41116	38068	24492	4255		38584	8016	29617	16815	3892	16992	23714	59752	17373	12207	9910	145980	3518	15780	28824	6494	17171	13317	2365	7390	13535	15713	9139	7194	5540	112236	737	1309	9760	1522	12446	3498	1527	9602	10179	44039	8234		
2021	7_NC	NC		20217_NC	152225	392701	61392	18313	13739	22004	18802	21402	40152		72758	49389	53854	38765	5236	25185	33408	6903		16715	5699	17252	29109	70546	19706		21892	158513	4253	22674	22591	5316	17073	13152		7120	16571	16510	9838	7325		137330	983	2511	10817	1587	15140	3563	2002	10132	12538	54036	9868	4654	9499
2021	7_NJ	NJ	New Jersey	20217_NJ	238873	197839	22140	4352	2573	5206	5254	6637	10447	17747	32828	32197		107102	1693	16569	38295	10179	22406		10094	33042	45560	54576	11660	9649	12861	162015	1137	15061	23934		13802	10572	6380	19745	28710	15859	6548	5183	8335		556	1508	14361	3430	8604	2783	3714		16850	38717	5112	4466	4526
2021	7_NY	NY	New York	20217_NY	453482	489096	123803	27260	17017	26090	22437	21770	41906	54443	82536	68572	94254	136913	433	33386	19689	13160	45962	42417	34485	55126	107302	130203	51900	26839	26074	314516	395	30277	11988	8334	24649	33584	18954	31883	60136	37278	31565	11789	13684	272460	38		7701			8833	15531		47166	92925	20335	15050	12390
2021	7_OH	OH	Ohio	20217_OH	94609	122734	13181	2589	1832	3332	4245	4763	10554	16474	27673	22539	31630	31824	907	8908	24575	5169	12376	7004	3216	14257	17725		6183	4810	6364	83913	762	7779	18603	4156	7205	5531	1930	7363		9626	3377	2720	4038	60709	145	1129	5972	1013	5171	1473	1286	6894	6902	23502	2806	2090	2326
2021	7_PA	PA	Pennsylvania	20217_PA	122872	259814	32901	5200	5156	8603	10725	9818	20674		44943	35322	46271	44214	1280	13918	41118	9575	21546	21507	4427	14565	22347	60337	11619	8673	7885	136227	1050	13154	29829	6632	12261	15814	2917	6605	13640	16926	6789	5870	4740	102570	230	764	11289	2943	9285	5693	1510	7960	8707	43411		2803	3145
	7_SC	SC	South Carolina	20217_SC	81201	266228	45455	11729	8367	13349	14208	15431	28141	38588	49985	30369	31502	21366	2113	16610	24929	4833	23985	11095		12758	17254	44594	19798	7760	8617	106356	1898	15192	17382	3774	13135	8819	1590	5579	9178	9968	10597	4588	4656	90609	215	1418	7547	1059	10850	2276	1029	7179	8076	34626	9201	3172	3961
2021	7_TN	TN	Tennessee	20217_TN	178633	345430	53939	11212	8785	13148	13985	14063	29777		66124	47396	53520	44110	2583	24187	40035	8057	30104	18782	7060	22340		73215	20416	12060	19381	174258	2235	22310	28263	6137		14154		9401	20256	20924	11404		11262	140514		1877	11772	1920	13466	4628	2687	12939	16296	52291	9012	5159	8119
2021	7_TX	TX	Texas	20217_TX	359440	282531	60040	12840	8392	10155	12603	11498	27735	42509	63974	47794	70049	117166	25322	26519	37692	13972	35117	22744	6806	40158	75220	85168	23887	14911	11786	243260	17685	22815	27511	9437	20719	16338	4027	21826	48052	26361		7985		176042	7637	3704	10181	4535	14398	6406	2779	18332	27168	58807	9571	6926	5598
2021	7_VA	VA	Virginia	20217_VA	208785	332739	52209	4868	4053	6211	6105	7237	16225	26963	48400	44761	69838	93140	2671	31069	14732	6856	29832	17019	5998	21443	61817	70264	18459	15072	59039	202593	2092	27610	10558	5036	17677	13254	4092	9083		17478	9824		37684	151678			4174	1820	12155	3765	1906	12360	22367	52786	8635	6317	21355
2021	7_WA	WA		20217_WA	275141	150851	15429	6531	5022	7610	6075	6364	13036	19971	36686	30705	51091	97749	1047	10996	20749	5717	32879	10622	13038	18033	66027	50734	15422	9289	8852	149173	628	9464	15101	3540	19674	7474		10332	40120	16793	8873	4137	4500	114232	419	1532	5648	2177	13205	3148	4501		25907	33941	6549	5152	4352
2021	7_WI	WI	Wisconsin	20217_WI	79792	235135	26886	5422	4311	10355	9733	11496	23342	31972	47101	37324	38827	25435	7979	14917	46418	6278	18848	10981	2232	13422	12758		9580	7312	8876	115095	6567	13885	33808	4875	10098	8507	1455	4438	7488	9548	5169	4639	4618	84686	1412	1032	12610	1403	8750	2474	777	8984	5270	30632	4411	2673	4258
2021	8_AZ		Arizona	20218_AZ	62718	155596	35653	4738	3521	4411	4800	5714	12199	18502	25400	19981	26413	19767	534	13286	11220	4615	17108	8433	2866	17058	18022	28416	7790	5769	7024	82020	326	12166	8685	3575	9820	6687		7808	10880	8514		3276	3991	60121	208	1120	2535	1040	7288	1746	876	9250	7142	19902	3488	2493	3033
2021	8_CA	CA		20218_CA	57527	109503	31769	3236	1775	3817	3452	3183	7743	11686	17428	15767	21501	23821	855	10276	8821	2725	9168	8900	2593	5920	14851	23474		5158	6061	59589	679	9319	6068	1852	5546	6361	1481	2692	8586	6659	4456	3064	2826	47328		957	2753	873	3622	2539		3228	6265	16815	3659	2094	3235
2021	8_CO	CO	Colorado	20218_CO	107796	220780	46426	4490	3398	4587	5080	5862	14084	22902	38392	31858	45775		7026	26469	25466	8756	22870	15723	6185		28319	40186	12207	9402	12745	135919	5791		18378	6686	13648	12502	4243		16661		6726	5420	6610	94168	1235	2843	7088	2070	9222		1942	8753	11658	30538	5481		6135
